ID,G,sigma2,num_samples,mean_naive_loss,median_naive_loss,std_naive_loss,mean_oracle_loss,median_oracle_loss,std_oracle_loss,mean_oracle_bayes_loss,std_oracle_bayes_loss,mean_naive_displacement,median_naive_displacement,std_naive_displacement
1778937199.062291,uniform,0.005,500,0.009999195204775541,0.009997521849979395,9.813259640264654e-05,0.010102792761597916,0.010106661864838822,9.957569978870258e-05,0.016692787588308836,0.0002554823191668823,0.00010285441484708687,0.00010291203196896931,9.667143165526719e-07
1778937199.062291,uniform,0.005,1057,0.009999195204775541,0.009997521849979395,9.813259640264654e-05,0.010102792761597916,0.010106661864838822,9.957569978870258e-05,0.016692787588308836,0.0002554823191668823,0.00010285441484708687,0.00010291203196896931,9.667143165526719e-07
1778937199.062291,uniform,0.005,2236,0.009999195204775541,0.009997521849979395,9.813259640264654e-05,0.010102792761597916,0.010106661864838822,9.957569978870258e-05,0.016692787588308836,0.0002554823191668823,0.00010285441484708687,0.00010291203196896931,9.667143165526719e-07
1778937199.062291,uniform,0.005,4729,0.009999195204775541,0.009997521849979395,9.813259640264654e-05,0.010102792761597916,0.010106661864838822,9.957569978870258e-05,0.016692787588308836,0.0002554823191668823,0.00010285441484708687,0.00010291203196896931,9.667143165526719e-07
1778937199.062291,uniform,0.005,10000,0.009999195204775541,0.009997521849979395,9.813259640264654e-05,0.010102792761597916,0.010106661864838822,9.957569978870258e-05,0.016692787588308836,0.0002554823191668823,0.00010285441484708687,0.00010291203196896931,9.667143165526719e-07
1778937199.062291,uniform,0.05,500,0.09836056042624053,0.09831651117589962,0.0010203372486336092,0.09845409639423901,0.09837893313623464,0.0010159476195795013,0.10370421290967258,0.001035810256195482,9.896188244677356e-05,9.905481799009797e-05,9.332068073053588e-07
1778937199.062291,uniform,0.05,1057,0.09836056042624053,0.09831651117589962,0.0010203372486336092,0.09845409639423901,0.09837893313623464,0.0010159476195795013,0.10370421290967258,0.001035810256195482,9.896188244677356e-05,9.905481799009797e-05,9.332068073053588e-07
1778937199.062291,uniform,0.05,2236,0.09836056042624053,0.09831651117589962,0.0010203372486336092,0.09845409639423901,0.09837893313623464,0.0010159476195795013,0.10370421290967258,0.001035810256195482,9.896188244677356e-05,9.905481799009797e-05,9.332068073053588e-07
1778937199.062291,uniform,0.05,4729,0.09836056042624053,0.09831651117589962,0.0010203372486336092,0.09845409639423901,0.09837893313623464,0.0010159476195795013,0.10370421290967258,0.001035810256195482,9.896188244677356e-05,9.905481799009797e-05,9.332068073053588e-07
1778937199.062291,uniform,0.05,10000,0.09836056042624053,0.09831651117589962,0.0010203372486336092,0.09845409639423901,0.09837893313623464,0.0010159476195795013,0.10370421290967258,0.001035810256195482,9.896188244677356e-05,9.905481799009797e-05,9.332068073053588e-07
1778937199.062291,uniform,0.1,500,0.19342900578069774,0.19329820385042867,0.0019221632385728236,0.1934999092280702,0.19338091890472658,0.0019244148527665093,0.19895901955739007,0.002075972063405999,8.4732978578539e-05,8.472802520113978e-05,7.106012410537478e-07
1778937199.062291,uniform,0.1,1057,0.19342900578069774,0.19329820385042867,0.0019221632385728236,0.1934999092280702,0.19338091890472658,0.0019244148527665093,0.19895901955739007,0.002075972063405999,8.4732978578539e-05,8.472802520113978e-05,7.106012410537478e-07
1778937199.062291,uniform,0.1,2236,0.19342900578069774,0.19329820385042867,0.0019221632385728236,0.1934999092280702,0.19338091890472658,0.0019244148527665093,0.19895901955739007,0.002075972063405999,8.4732978578539e-05,8.472802520113978e-05,7.106012410537478e-07
1778937199.062291,uniform,0.1,4729,0.19342900578069774,0.19329820385042867,0.0019221632385728236,0.1934999092280702,0.19338091890472658,0.0019244148527665093,0.19895901955739007,0.002075972063405999,8.4732978578539e-05,8.472802520113978e-05,7.106012410537478e-07
1778937199.062291,uniform,0.1,10000,0.19342900578069774,0.19329820385042867,0.0019221632385728236,0.1934999092280702,0.19338091890472658,0.0019244148527665093,0.19895901955739007,0.002075972063405999,8.4732978578539e-05,8.472802520113978e-05,7.106012410537478e-07
1778937199.062291,uniform,0.15,500,0.2848481566397011,0.28480105804159417,0.0028591265359165174,0.284915483161732,0.2849421772334414,0.0028606306507048297,0.29052270503880956,0.0030920197744152772,7.310377080830462e-05,7.300078611015245e-05,6.259191721045846e-07
1778937199.062291,uniform,0.15,1057,0.2848481566397011,0.28480105804159417,0.0028591265359165174,0.284915483161732,0.2849421772334414,0.0028606306507048297,0.29052270503880956,0.0030920197744152772,7.310377080830462e-05,7.300078611015245e-05,6.259191721045846e-07
1778937199.062291,uniform,0.15,2236,0.2848481566397011,0.28480105804159417,0.0028591265359165174,0.284915483161732,0.2849421772334414,0.0028606306507048297,0.29052270503880956,0.0030920197744152772,7.310377080830462e-05,7.300078611015245e-05,6.259191721045846e-07
1778937199.062291,uniform,0.15,4729,0.2848481566397011,0.28480105804159417,0.0028591265359165174,0.284915483161732,0.2849421772334414,0.0028606306507048297,0.29052270503880956,0.0030920197744152772,7.310377080830462e-05,7.300078611015245e-05,6.259191721045846e-07
1778937199.062291,uniform,0.15,10000,0.2848481566397011,0.28480105804159417,0.0028591265359165174,0.284915483161732,0.2849421772334414,0.0028606306507048297,0.29052270503880956,0.0030920197744152772,7.310377080830462e-05,7.300078611015245e-05,6.259191721045846e-07
1778937199.062291,uniform,0.2,500,0.37410508174126633,0.37447488402870754,0.003591309085369191,0.37416864623052154,0.37454694035824976,0.003579217670641572,0.3800169181525166,0.0038657366649113697,6.483439724653888e-05,6.48460539842668e-05,5.585109646028754e-07
1778937199.062291,uniform,0.2,1057,0.37410508174126633,0.37447488402870754,0.003591309085369191,0.37416864623052154,0.37454694035824976,0.003579217670641572,0.3800169181525166,0.0038657366649113697,6.483439724653888e-05,6.48460539842668e-05,5.585109646028754e-07
1778937199.062291,uniform,0.2,2236,0.37410508174126633,0.37447488402870754,0.003591309085369191,0.37416864623052154,0.37454694035824976,0.003579217670641572,0.3800169181525166,0.0038657366649113697,6.483439724653888e-05,6.48460539842668e-05,5.585109646028754e-07
1778937199.062291,uniform,0.2,4729,0.37410508174126633,0.37447488402870754,0.003591309085369191,0.37416864623052154,0.37454694035824976,0.003579217670641572,0.3800169181525166,0.0038657366649113697,6.483439724653888e-05,6.48460539842668e-05,5.585109646028754e-07
1778937199.062291,uniform,0.2,10000,0.37410508174126633,0.37447488402870754,0.003591309085369191,0.37416864623052154,0.37454694035824976,0.003579217670641572,0.3800169181525166,0.0038657366649113697,6.483439724653888e-05,6.48460539842668e-05,5.585109646028754e-07
1778937199.062291,uniform,0.25,500,0.4588953380934852,0.4587160067210049,0.0048108706642869935,0.45894630690574423,0.45876805363588524,0.004826393862470768,0.46521312028586037,0.005303777634015823,5.8809831230406343e-05,5.8830762748826926e-05,5.182143331668817e-07
1778937199.062291,uniform,0.25,1057,0.4588953380934852,0.4587160067210049,0.0048108706642869935,0.45894630690574423,0.45876805363588524,0.004826393862470768,0.46521312028586037,0.005303777634015823,5.8809831230406343e-05,5.8830762748826926e-05,5.182143331668817e-07
