ID,G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1772805130.9265583,uniform,0.1,100,1,0.002,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.004,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.006,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.008,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.01,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.02,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.04,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.06,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.08,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,1,0.1,50,0.19327299703776712,0.006278758027897298,7.291825213116924e-05,2.0403679903676586e-06,0.006220976706928089,0.00014990462753608196
1772805130.9265583,uniform,0.1,100,2,0.002,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.004,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.006,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.008,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.01,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.02,50,0.19387984107732908,0.0062481403986126205,0.0006355836953154834,0.0005912353116097637,0.00682782074649003,0.0008029920816700174
1772805130.9265583,uniform,0.1,100,2,0.04,50,0.19387960767077866,0.006248263213660621,0.0006341736788064132,0.0005842362380058596,0.006827587339939653,0.000802349524565597
1772805130.9265583,uniform,0.1,100,2,0.06,50,0.19386751406856587,0.0062470103923580435,0.0006145496332547277,0.0005156917529400975,0.006815493737726818,0.000774465141851035
1772805130.9265583,uniform,0.1,100,2,0.08,50,0.19378505691383466,0.006236308320417492,0.0005281137109064244,0.0003974910481289435,0.006733036582995639,0.0006713093887872501
1772805130.9265583,uniform,0.1,100,2,0.1,50,0.19364697440199874,0.0062322399282152266,0.0003937853307752325,0.0002903320465321602,0.006594954071159683,0.0005377619682047402
1772805130.9265583,uniform,0.1,100,3,0.002,50,0.20096088332409764,0.017502442092588808,0.008087913518791333,0.019399955348100996,0.013908862993258629,0.01730023625500029
1772805130.9265583,uniform,0.1,100,3,0.004,50,0.19950920541837586,0.010580730298292911,0.006488246664962567,0.010162739134888178,0.012457185087536841,0.009442873192764262
1772805130.9265583,uniform,0.1,100,3,0.006,50,0.1990742641214958,0.009237253740678084,0.00602849030441827,0.00790913344759914,0.012022243790656773,0.007608550604647985
1772805130.9265583,uniform,0.1,100,3,0.008,50,0.198836127650041,0.008668091311945078,0.0057817634581141635,0.006823621278630294,0.011784107319201952,0.006725166274604963
1772805130.9265583,uniform,0.1,100,3,0.01,50,0.19870335610436166,0.008410489570102464,0.005630233425833481,0.006206104115795256,0.011651335773522637,0.0062824796912426956
1772805130.9265583,uniform,0.1,100,3,0.02,50,0.198320760274751,0.007735906663678029,0.00520390427996675,0.004637473208250979,0.011268739943912016,0.005022882651005426
1772805130.9265583,uniform,0.1,100,3,0.04,50,0.19787977555031067,0.0072208866434738785,0.004732466892493051,0.0033488068124749,0.010827755219471666,0.003950184726686874
1772805130.9265583,uniform,0.1,100,3,0.06,50,0.19724903471046037,0.006774892826234513,0.0040924574659233545,0.0024455332164282037,0.010197014379621347,0.002985596401868171
1772805130.9265583,uniform,0.1,100,3,0.08,50,0.196427294627282,0.006511590621588961,0.003216533440811228,0.001761289464648579,0.009375274296443022,0.0022621419255331393
1772805130.9265583,uniform,0.1,100,3,0.1,50,0.1956100547785326,0.00639068763821923,0.0023709888901929837,0.0012958215598091764,0.008558034447693574,0.0017710973590364379
1772805130.9265583,uniform,0.1,100,4,0.002,50,0.2291394862932986,0.05638250691996855,0.03880244867138182,0.06134923049825314,0.04208746596245959,0.05633832509854576
1772805130.9265583,uniform,0.1,100,4,0.004,50,0.2280338294232584,0.05527787887922023,0.03698350124070118,0.05788089017478968,0.040981809092419344,0.05501500640045213
1772805130.9265583,uniform,0.1,100,4,0.006,50,0.22200333212896337,0.036469018332908845,0.02989275813702657,0.03512225018985485,0.034951311798124315,0.03592367516102146
1772805130.9265583,uniform,0.1,100,4,0.008,50,0.21884143790843924,0.02731267125149807,0.02654778047684516,0.025196160108037654,0.03178941757760023,0.026500270943724077
1772805130.9265583,uniform,0.1,100,4,0.01,50,0.21688543359496176,0.022196203340242606,0.02452650484420401,0.01969794385521546,0.029833413264122696,0.021131972384499396
1772805130.9265583,uniform,0.1,100,4,0.02,50,0.21271015630804488,0.013526819048012177,0.02021860931384413,0.010118069645147984,0.02565813597720582,0.011528725253091222
1772805130.9265583,uniform,0.1,100,4,0.04,50,0.20884762469461507,0.00981428697480634,0.016255497556673118,0.005397787918573926,0.02179560436377602,0.00678315580269245
1772805130.9265583,uniform,0.1,100,4,0.06,50,0.20557185509888634,0.008378257646949702,0.01284540833442955,0.0035371158312607113,0.018519834768047305,0.004768402809082941
1772805130.9265583,uniform,0.1,100,4,0.08,50,0.20265541406081847,0.007602142997211097,0.00972596054938311,0.0025019638456042445,0.01560339372997944,0.0035850086141621614
1772805130.9265583,uniform,0.1,100,4,0.1,50,0.20023845725047476,0.007173676839840712,0.007168615458911211,0.0018411011734716827,0.0131864369196357,0.0027725084568844855
