ID,G,sigma2,num_samples,mean_naive_loss,std_naive_loss,mean_oracle_loss,std_oracle_loss,mean_cv_loss,std_cv_loss,mean_cv_excess_loss,std_cv_excess_loss,mean_cv_displacement,std_cv_displacement,cv_Ms_star,cv_rhos_star
1772805130.9265583,uniform,0.1,100,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,500,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,1000,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,2500,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,5000,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,7500,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,uniform,0.1,10000,0.19327299703776712,0.0062787580278973005,0.187052020330839,0.0062518736537950014,,,,,,,,
1772805130.9265583,1-modal,0.1,100,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,500,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,1000,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,2500,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,5000,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,7500,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,1-modal,0.1,10000,0.1914800641410925,0.004761710951537159,0.0698548310703221,0.0020459926674684264,,,,,,,,
1772805130.9265583,4-modal,0.1,100,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,500,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,1000,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,2500,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,5000,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,7500,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,4-modal,0.1,10000,0.19305299512732282,0.006393961608481936,0.04104535914463031,0.004421670307602782,,,,,,,,
1772805130.9265583,equator,0.1,100,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,500,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,1000,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,2500,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,5000,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,7500,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
1772805130.9265583,equator,0.1,10000,0.19288421514078066,0.004878829748929117,0.10451819860840209,0.004948644085716976,,,,,,,,
