ID,G,sigma2,num_samples,mean_naive_loss,std_naive_loss,mean_oracle_loss,std_oracle_loss,mean_cv_loss,std_cv_loss,mean_cv_excess_loss,std_cv_excess_loss,mean_cv_displacement,std_cv_displacement,cv_Ms_star,cv_rhos_star
1772795454.5972087,1-modal,0.1,100,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.10405338723451957,0.04113778002781475,0.05510496510570899,0.040973067790208775,0.05940719639377132,0.044639770292436126,"[3 3 2 3 3 3 3 4 4 8 3 3 4 4 7 3 8 3 3 6 3 8 3 3 3 3 8 3 8 3 4 2 4 4 4 3 6
 3 3 4 3 3 6 3 8 4 8 2 4 8]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.045 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,500,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09337038612971905,0.02217005889434357,0.0444219640009085,0.02160663852058683,0.049041234398292104,0.023659008966508677,"[3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 7 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,1000,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09185898806740259,0.020639052350481597,0.04291056593859202,0.02030665219221825,0.0475278272263157,0.022515155841952905,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,2500,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09335196357799669,0.015540497896661724,0.044403541449186144,0.015436420966389695,0.04927278284770516,0.016745214800790484,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,5000,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09281296240037001,0.015263557468053843,0.04386454027155946,0.01484626995655347,0.048674264794144204,0.016135315593745436,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,7500,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09233209159712555,0.013984051646291684,0.04338366946831499,0.013612055982196926,0.04813247492428074,0.014956234158785189,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,1-modal,0.1,10000,0.09989492785754052,0.004198995676730235,0.04894842212881056,0.0021895074960676325,0.09263114986275349,0.015292066951657338,0.043682727733942946,0.014867319071427793,0.04845871852847378,0.016381963105036746,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,2-modal,0.1,100,0.10025582898237026,0.0041082832764459485,0.042883890737215706,0.002007502996326561,0.13227671228164886,0.08168777286363528,0.08939282154443318,0.08111866367582006,0.08989781632262321,0.08157549163435522,"[4 8 8 8 4 3 7 8 2 7 6 7 8 7 2 4 8 3 7 4 8 8 5 8 4 8 2 7 2 8 2 3 3 6 6 5 6
 6 8 8 6 7 3 5 7 2 7 2 8 5]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.025 0.015 0.015 0.045
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,2-modal,0.1,500,0.10025582898237026,0.0041082832764459485,0.042883890737215706,0.002007502996326561,0.06689374576334074,0.006182162516459608,0.02400985502612504,0.0061269462693148286,0.02457118947441,0.007370913112074957,"[2 8 2 3 2 3 3 2 2 3 2 3 2 3 2 3 2 2 2 3 3 3 2 2 2 2 4 4 3 2 3 2 2 2 2 2 7
 3 2 2 3 3 3 3 4 3 3 3 5 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
1772795454.5972087,2-modal,0.1,1000,0.10025582898237026,0.0041082832764459485,0.042883890737215706,0.002007502996326561,0.06644084193542492,0.00740702424972379,0.023556951198209216,0.007067534796954802,0.0238807472730167,0.008179686385400339,"[2 3 2 3 4 3 2 3 3 2 2 2 2 4 2 2 3 3 2 3 2 2 3 5 4 3 3 2 3 2 2 2 3 2 2 3 2
 2 2 5 2 2 2 2 2 2 3 2 3 3]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015]"
