ID,G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1772795454.5972087,1-modal,0.1,100,1,0.015,50,0.08651741289751644,0.003643541118043867,0.02501536992659733,0.0009210433373385427,0.037568990768705894,0.002507008674287918
1772795454.5972087,1-modal,0.1,100,1,0.025,50,0.08650336983424305,0.003624916492184477,0.024993169187085655,0.0008783230396282672,0.0375549477054325,0.0024787314370776385
1772795454.5972087,1-modal,0.1,100,1,0.045,50,0.08650387267534654,0.0036255390277738415,0.02498823357736363,0.000872309997761037,0.037555450546535994,0.0024796822588460717
1772795454.5972087,1-modal,0.1,100,1,0.065,50,0.0865061674710271,0.0036284220620703906,0.02498843666118822,0.0008725312452344731,0.03755774534221655,0.0024840801854209126
1772795454.5972087,1-modal,0.1,100,1,0.085,50,0.08650785499500901,0.003630586048373963,0.024989016808305217,0.0008731757209774152,0.03755943286619847,0.0024873755207949445
1772795454.5972087,1-modal,0.1,100,1,0.1,50,0.0865102021080758,0.003631008432791871,0.024989727930848398,0.0008733320704842532,0.03756177997926526,0.002487529836808493
1772795454.5972087,1-modal,0.1,100,1,0.125,50,0.08651695967626026,0.003629034992930042,0.02499222407857129,0.0008736119029303844,0.0375685375474497,0.00248535156533688
1772795454.5972087,1-modal,0.1,100,1,0.15,50,0.08652500943886995,0.003628962211419002,0.02499557838752885,0.0008742558394229484,0.03757658731005939,0.002485697132604688
1772795454.5972087,1-modal,0.1,100,1,0.175,50,0.08653885678778131,0.0036293483424633204,0.025002744514067764,0.0008747023351890741,0.03759043465897076,0.0024872591656553505
1772795454.5972087,1-modal,0.1,100,1,0.2,50,0.08656252339607046,0.003631937839396852,0.02501633749184788,0.0008757772251815554,0.03761410126725989,0.00248969101891709
1772795454.5972087,1-modal,0.1,100,2,0.015,50,0.07449515254537648,0.006757706110658985,0.02083921127382868,0.007055796573707394,0.025546730416565924,0.0061537010921474825
1772795454.5972087,1-modal,0.1,100,2,0.025,50,0.0679187063206538,0.0032842414159322433,0.013384911834192915,0.0023507635799038715,0.018970284191843236,0.0022216736630351654
1772795454.5972087,1-modal,0.1,100,2,0.045,50,0.06552390503731612,0.002903797845161063,0.010253557535646345,0.0007411637033062451,0.016575482908505558,0.0016816803598222862
1772795454.5972087,1-modal,0.1,100,2,0.065,50,0.06518348650572428,0.0029507643544554206,0.00948427841357434,0.0005007663351168421,0.01623506437691373,0.0016866305530172487
1772795454.5972087,1-modal,0.1,100,2,0.085,50,0.06524933740265987,0.0029813498188788726,0.009243505565683083,0.0005215777713046851,0.016300915273849307,0.0016892297453338896
1772795454.5972087,1-modal,0.1,100,2,0.1,50,0.06538374458691805,0.0029982417034449785,0.009197747776502833,0.0005450095623380625,0.0164353224581075,0.0016845484036068386
1772795454.5972087,1-modal,0.1,100,2,0.125,50,0.0656920215983311,0.0030221739118923563,0.009227202183074405,0.0005730523243202971,0.016743599469520542,0.0016812734306206048
1772795454.5972087,1-modal,0.1,100,2,0.15,50,0.06604749360321904,0.0030533897250264795,0.00933629233250986,0.0005912735517761518,0.01709907147440849,0.0016987795381537924
1772795454.5972087,1-modal,0.1,100,2,0.175,50,0.06644247961355697,0.003071290932741777,0.009498063163357683,0.0006091968980864305,0.01749405748474642,0.0017165819819317603
