ID,G,sigma2,num_samples,mean_naive_loss,median_naive_loss,std_naive_loss,mean_oracle_loss,median_oracle_loss,std_oracle_loss,mean_oracle_bayes_loss,std_oracle_bayes_loss,mean_naive_displacement,median_naive_displacement,std_naive_displacement
1778936867.3694906,uniform,0.005,100,0.004999167801572967,0.004999380636119693,7.086260000673307e-05,0.005005406559470334,0.005004640264295373,7.149742216022095e-05,0.005287402665920688,9.87549477890809e-05,6.322830380270761e-06,6.322357794352859e-06,7.911206797733399e-08
1778936867.3694906,uniform,0.005,266,0.004999167801572967,0.004999380636119693,7.086260000673307e-05,0.005005406559470334,0.005004640264295373,7.149742216022095e-05,0.005287402665920688,9.87549477890809e-05,6.322830380270761e-06,6.322357794352859e-06,7.911206797733399e-08
1778936867.3694906,uniform,0.005,707,0.004999167801572967,0.004999380636119693,7.086260000673307e-05,0.005005406559470334,0.005004640264295373,7.149742216022095e-05,0.005287402665920688,9.87549477890809e-05,6.322830380270761e-06,6.322357794352859e-06,7.911206797733399e-08
1778936867.3694906,uniform,0.005,1880,0.004999167801572967,0.004999380636119693,7.086260000673307e-05,0.005005406559470334,0.005004640264295373,7.149742216022095e-05,0.005287402665920688,9.87549477890809e-05,6.322830380270761e-06,6.322357794352859e-06,7.911206797733399e-08
1778936867.3694906,uniform,0.005,5000,0.004999167801572967,0.004999380636119693,7.086260000673307e-05,0.005005406559470334,0.005004640264295373,7.149742216022095e-05,0.005287402665920688,9.87549477890809e-05,6.322830380270761e-06,6.322357794352859e-06,7.911206797733399e-08
1778936867.3694906,uniform,0.05,100,0.05000829927125067,0.049960953263879296,0.0007201183179035373,0.050039033793823816,0.049996847310884926,0.0007209427451240098,0.050952189747416055,0.0007785705460133412,2.76646264161071e-05,2.762487706440838e-05,3.4603949834195776e-07
1778936867.3694906,uniform,0.05,266,0.05000829927125067,0.049960953263879296,0.0007201183179035373,0.050039033793823816,0.049996847310884926,0.0007209427451240098,0.050952189747416055,0.0007785705460133412,2.76646264161071e-05,2.762487706440838e-05,3.4603949834195776e-07
1778936867.3694906,uniform,0.05,707,0.05000829927125067,0.049960953263879296,0.0007201183179035373,0.050039033793823816,0.049996847310884926,0.0007209427451240098,0.050952189747416055,0.0007785705460133412,2.76646264161071e-05,2.762487706440838e-05,3.4603949834195776e-07
1778936867.3694906,uniform,0.05,1880,0.05000829927125067,0.049960953263879296,0.0007201183179035373,0.050039033793823816,0.049996847310884926,0.0007209427451240098,0.050952189747416055,0.0007785705460133412,2.76646264161071e-05,2.762487706440838e-05,3.4603949834195776e-07
1778936867.3694906,uniform,0.05,5000,0.05000829927125067,0.049960953263879296,0.0007201183179035373,0.050039033793823816,0.049996847310884926,0.0007209427451240098,0.050952189747416055,0.0007785705460133412,2.76646264161071e-05,2.762487706440838e-05,3.4603949834195776e-07
1778936867.3694906,uniform,0.1,100,0.09999283356985272,0.09995241202273802,0.001340613252044494,0.10003258358122448,0.09999732666508995,0.0013468845398428638,0.10146084458760636,0.0014387762393093867,3.447353168403887e-05,3.442394921052169e-05,4.322536226962632e-07
1778936867.3694906,uniform,0.1,266,0.09999283356985272,0.09995241202273802,0.001340613252044494,0.10003258358122448,0.09999732666508995,0.0013468845398428638,0.10146084458760636,0.0014387762393093867,3.447353168403887e-05,3.442394921052169e-05,4.322536226962632e-07
1778936867.3694906,uniform,0.1,707,0.09999283356985272,0.09995241202273802,0.001340613252044494,0.10003258358122448,0.09999732666508995,0.0013468845398428638,0.10146084458760636,0.0014387762393093867,3.447353168403887e-05,3.442394921052169e-05,4.322536226962632e-07
1778936867.3694906,uniform,0.1,1880,0.09999283356985272,0.09995241202273802,0.001340613252044494,0.10003258358122448,0.09999732666508995,0.0013468845398428638,0.10146084458760636,0.0014387762393093867,3.447353168403887e-05,3.442394921052169e-05,4.322536226962632e-07
1778936867.3694906,uniform,0.1,5000,0.09999283356985272,0.09995241202273802,0.001340613252044494,0.10003258358122448,0.09999732666508995,0.0013468845398428638,0.10146084458760636,0.0014387762393093867,3.447353168403887e-05,3.442394921052169e-05,4.322536226962632e-07
1778936867.3694906,uniform,0.15,100,0.15003467241366022,0.15012533032768588,0.00231814703474435,0.15006639357889773,0.15014653409842546,0.002319382929958999,0.15180800003818276,0.0023794266231813494,3.837592568338262e-05,3.832631519066332e-05,5.027959618720259e-07
1778936867.3694906,uniform,0.15,266,0.15003467241366022,0.15012533032768588,0.00231814703474435,0.15006639357889773,0.15014653409842546,0.002319382929958999,0.15180800003818276,0.0023794266231813494,3.837592568338262e-05,3.832631519066332e-05,5.027959618720259e-07
1778936867.3694906,uniform,0.15,707,0.15003467241366022,0.15012533032768588,0.00231814703474435,0.15006639357889773,0.15014653409842546,0.002319382929958999,0.15180800003818276,0.0023794266231813494,3.837592568338262e-05,3.832631519066332e-05,5.027959618720259e-07
1778936867.3694906,uniform,0.15,1880,0.15003467241366022,0.15012533032768588,0.00231814703474435,0.15006639357889773,0.15014653409842546,0.002319382929958999,0.15180800003818276,0.0023794266231813494,3.837592568338262e-05,3.832631519066332e-05,5.027959618720259e-07
1778936867.3694906,uniform,0.15,5000,0.15003467241366022,0.15012533032768588,0.00231814703474435,0.15006639357889773,0.15014653409842546,0.002319382929958999,0.15180800003818276,0.0023794266231813494,3.837592568338262e-05,3.832631519066332e-05,5.027959618720259e-07
1778936867.3694906,uniform,0.2,100,0.19984273445663825,0.19999209656947936,0.0026443017391720104,0.19988760460638055,0.20004641101914555,0.002655071321719133,0.20185102397443672,0.003073875985672367,4.10694053760431e-05,4.101879881742897e-05,5.378163374580528e-07
1778936867.3694906,uniform,0.2,266,0.19984273445663825,0.19999209656947936,0.0026443017391720104,0.19988760460638055,0.20004641101914555,0.002655071321719133,0.20185102397443672,0.003073875985672367,4.10694053760431e-05,4.101879881742897e-05,5.378163374580528e-07
1778936867.3694906,uniform,0.2,707,0.19984273445663825,0.19999209656947936,0.0026443017391720104,0.19988760460638055,0.20004641101914555,0.002655071321719133,0.20185102397443672,0.003073875985672367,4.10694053760431e-05,4.101879881742897e-05,5.378163374580528e-07
1778936867.3694906,uniform,0.2,1880,0.19984273445663825,0.19999209656947936,0.0026443017391720104,0.19988760460638055,0.20004641101914555,0.002655071321719133,0.20185102397443672,0.003073875985672367,4.10694053760431e-05,4.101879881742897e-05,5.378163374580528e-07
1778936867.3694906,uniform,0.2,5000,0.19984273445663825,0.19999209656947936,0.0026443017391720104,0.19988760460638055,0.20004641101914555,0.002655071321719133,0.20185102397443672,0.003073875985672367,4.10694053760431e-05,4.101879881742897e-05,5.378163374580528e-07
1778936867.3694906,uniform,0.25,100,0.25004650534770784,0.2502235461194381,0.0037594134926556616,0.2500974561221129,0.250304441067583,0.003757783326750073,0.2524195290474362,0.004135082603669907,4.2669415704060355e-05,4.26656509738187e-05,6.053128298957803e-07
1778936867.3694906,uniform,0.25,266,0.25004650534770784,0.2502235461194381,0.0037594134926556616,0.2500974561221129,0.250304441067583,0.003757783326750073,0.2524195290474362,0.004135082603669907,4.2669415704060355e-05,4.26656509738187e-05,6.053128298957803e-07
1778936867.3694906,uniform,0.25,707,0.25004650534770784,0.2502235461194381,0.0037594134926556616,0.2500974561221129,0.250304441067583,0.003757783326750073,0.2524195290474362,0.004135082603669907,4.2669415704060355e-05,4.26656509738187e-05,6.053128298957803e-07
1778936867.3694906,uniform,0.25,1880,0.25004650534770784,0.2502235461194381,0.0037594134926556616,0.2500974561221129,0.250304441067583,0.003757783326750073,0.2524195290474362,0.004135082603669907,4.2669415704060355e-05,4.26656509738187e-05,6.053128298957803e-07
1778936867.3694906,uniform,0.25,5000,0.25004650534770784,0.2502235461194381,0.0037594134926556616,0.2500974561221129,0.250304441067583,0.003757783326750073,0.2524195290474362,0.004135082603669907,4.2669415704060355e-05,4.26656509738187e-05,6.053128298957803e-07
1778936867.3694906,cap,0.005,100,0.004996084145787844,0.004993159692714879,7.873035209093822e-05,0.004838796624735076,0.004844822060360718,7.362446187039879e-05,0.005034337478299181,9.689698529167955e-05,0.00016741101105067165,0.00016765929185776058,1.2573472961803981e-05
1778936867.3694906,cap,0.005,266,0.004996084145787844,0.004993159692714879,7.873035209093822e-05,0.004838796624735076,0.004844822060360718,7.362446187039879e-05,0.005034337478299181,9.689698529167955e-05,0.00016741101105067165,0.00016765929185776058,1.2573472961803981e-05
1778936867.3694906,cap,0.005,707,0.004996084145787844,0.004993159692714879,7.873035209093822e-05,0.004838796624735076,0.004844822060360718,7.362446187039879e-05,0.005034337478299181,9.689698529167955e-05,0.00016741101105067165,0.00016765929185776058,1.2573472961803981e-05
1778936867.3694906,cap,0.005,1880,0.004996084145787844,0.004993159692714879,7.873035209093822e-05,0.004838796624735076,0.004844822060360718,7.362446187039879e-05,0.005034337478299181,9.689698529167955e-05,0.00016741101105067165,0.00016765929185776058,1.2573472961803981e-05
1778936867.3694906,cap,0.005,5000,0.004996084145787844,0.004993159692714879,7.873035209093822e-05,0.004838796624735076,0.004844822060360718,7.362446187039879e-05,0.005034337478299181,9.689698529167955e-05,0.00016741101105067165,0.00016765929185776058,1.2573472961803981e-05
1778936867.3694906,cap,0.05,100,0.05002523238655204,0.050114013220764864,0.00071673715526778,0.04504269310041762,0.045066349805733125,0.000635737284872085,0.04583848311314808,0.0007689282656047901,0.004375583081907217,0.004373769155250947,0.00021020480220930438
1778936867.3694906,cap,0.05,266,0.05002523238655204,0.050114013220764864,0.00071673715526778,0.04504269310041762,0.045066349805733125,0.000635737284872085,0.04583848311314808,0.0007689282656047901,0.004375583081907217,0.004373769155250947,0.00021020480220930438
1778936867.3694906,cap,0.05,707,0.05002523238655204,0.050114013220764864,0.00071673715526778,0.04504269310041762,0.045066349805733125,0.000635737284872085,0.04583848311314808,0.0007689282656047901,0.004375583081907217,0.004373769155250947,0.00021020480220930438
1778936867.3694906,cap,0.05,1880,0.05002523238655204,0.050114013220764864,0.00071673715526778,0.04504269310041762,0.045066349805733125,0.000635737284872085,0.04583848311314808,0.0007689282656047901,0.004375583081907217,0.004373769155250947,0.00021020480220930438
1778936867.3694906,cap,0.05,5000,0.05002523238655204,0.050114013220764864,0.00071673715526778,0.04504269310041762,0.045066349805733125,0.000635737284872085,0.04583848311314808,0.0007689282656047901,0.004375583081907217,0.004373769155250947,0.00021020480220930438
1778936867.3694906,cap,0.1,100,0.09997856532716189,0.09988444935226963,0.001413840324450768,0.08615577406193538,0.08613798374394041,0.0012965951497187274,0.08696008433600948,0.0014382256553110634,0.010417629049872652,0.010414478345878515,0.00031955415560031215
1778936867.3694906,cap,0.1,266,0.09997856532716189,0.09988444935226963,0.001413840324450768,0.08615577406193538,0.08613798374394041,0.0012965951497187274,0.08696008433600948,0.0014382256553110634,0.010417629049872652,0.010414478345878515,0.00031955415560031215
1778936867.3694906,cap,0.1,707,0.09997856532716189,0.09988444935226963,0.001413840324450768,0.08615577406193538,0.08613798374394041,0.0012965951497187274,0.08696008433600948,0.0014382256553110634,0.010417629049872652,0.010414478345878515,0.00031955415560031215
1778936867.3694906,cap,0.1,1880,0.09997856532716189,0.09988444935226963,0.001413840324450768,0.08615577406193538,0.08613798374394041,0.0012965951497187274,0.08696008433600948,0.0014382256553110634,0.010417629049872652,0.010414478345878515,0.00031955415560031215
1778936867.3694906,cap,0.1,5000,0.09997856532716189,0.09988444935226963,0.001413840324450768,0.08615577406193538,0.08613798374394041,0.0012965951497187274,0.08696008433600948,0.0014382256553110634,0.010417629049872652,0.010414478345878515,0.00031955415560031215
1778936867.3694906,cap,0.15,100,0.1499478907490036,0.14970744847321535,0.002285784163993412,0.12553893359912582,0.12524194981367898,0.0020792520340950425,0.12620739191166955,0.00219949913360442,0.016194131202142956,0.01618350844195591,0.000460360583751103
1778936867.3694906,cap,0.15,266,0.1499478907490036,0.14970744847321535,0.002285784163993412,0.12553893359912582,0.12524194981367898,0.0020792520340950425,0.12620739191166955,0.00219949913360442,0.016194131202142956,0.01618350844195591,0.000460360583751103
1778936867.3694906,cap,0.15,707,0.1499478907490036,0.14970744847321535,0.002285784163993412,0.12553893359912582,0.12524194981367898,0.0020792520340950425,0.12620739191166955,0.00219949913360442,0.016194131202142956,0.01618350844195591,0.000460360583751103
1778936867.3694906,cap,0.15,1880,0.1499478907490036,0.14970744847321535,0.002285784163993412,0.12553893359912582,0.12524194981367898,0.0020792520340950425,0.12620739191166955,0.00219949913360442,0.016194131202142956,0.01618350844195591,0.000460360583751103
1778936867.3694906,cap,0.15,5000,0.1499478907490036,0.14970744847321535,0.002285784163993412,0.12553893359912582,0.12524194981367898,0.0020792520340950425,0.12620739191166955,0.00219949913360442,0.016194131202142956,0.01618350844195591,0.000460360583751103
1778936867.3694906,cap,0.2,100,0.20009981346308658,0.20017750757100747,0.0026217438829598282,0.16475559158673853,0.16447261551478976,0.0023141480422333408,0.16465349566633997,0.0027609807965286773,0.021096471410061463,0.021048357992853373,0.00046717836552743645
1778936867.3694906,cap,0.2,266,0.20009981346308658,0.20017750757100747,0.0026217438829598282,0.16475559158673853,0.16447261551478976,0.0023141480422333408,0.16465349566633997,0.0027609807965286773,0.021096471410061463,0.021048357992853373,0.00046717836552743645
