ID,G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1778936867.3694906,uniform,0.005,100,1,0.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,1.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,1.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,2.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,2.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,3.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,3.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,4.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,1,4.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,0.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,1.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,1.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,2.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,2.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,3.0,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
1778936867.3694906,uniform,0.005,100,2,3.5,100,0.0,0.0,0.0,0.0,-0.005004640264295373,7.149742216022095e-05
