ID,G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1772991981.347479,uniform,0.1,100,1,0.002,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.004,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.006,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.008,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.01,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.02,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.04,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.06,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.08,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,1,0.1,50,0.19437216162790125,0.006269967655958807,8.536100646287765e-05,2.2787232459872057e-06,0.0061940792662515684,0.00018941546503393298
1772991981.347479,uniform,0.1,100,2,0.002,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.004,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.006,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.008,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.01,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.02,50,0.1949056839096284,0.006260563299476139,0.0008152269793997134,0.0006225532759255824,0.0067276015479787185,0.0006603690977076652
1772991981.347479,uniform,0.1,100,2,0.04,50,0.1949050367536184,0.006260805734256267,0.0008142209681254597,0.0006183499478941533,0.006726954391968711,0.0006585091170972471
1772991981.347479,uniform,0.1,100,2,0.06,50,0.19488011038846756,0.0062670619423994605,0.00078583198623912,0.0005505718882793649,0.0067020280268179164,0.0006206037161607626
1772991981.347479,uniform,0.1,100,2,0.08,50,0.19478070808883782,0.006265948385692566,0.0006679745928314611,0.0004229885617696444,0.006602625727188094,0.0005266052455836682
1772991981.347479,uniform,0.1,100,2,0.1,50,0.19463921935989384,0.006264811158194104,0.0004983214986897515,0.0003109166227829534,0.006461136998244125,0.0004228888983161832
1772991981.347479,uniform,0.1,100,3,0.002,50,0.1983841162587675,0.0075942861523181065,0.00432382646150926,0.0036119365840022438,0.010206033897117826,0.0038258100236094315
1772991981.347479,uniform,0.1,100,3,0.004,50,0.1983841162587675,0.0075942861523181065,0.00432382646150926,0.0036119365840022438,0.010206033897117826,0.0038258100236094315
1772991981.347479,uniform,0.1,100,3,0.006,50,0.1983841162587675,0.0075942861523181065,0.00432382646150926,0.0036119365840022438,0.010206033897117826,0.0038258100236094315
1772991981.347479,uniform,0.1,100,3,0.008,50,0.19838418130239344,0.007594488061132856,0.004322318182907012,0.0036055264512029244,0.010206098940743723,0.003825969204189595
1772991981.347479,uniform,0.1,100,3,0.01,50,0.1983794199529882,0.007581093548322729,0.004314933719407176,0.003575117015832984,0.010201337591338473,0.0038137520908615367
1772991981.347479,uniform,0.1,100,3,0.02,50,0.1983138003784145,0.007426387170943956,0.004247579350821513,0.003323842926953914,0.010135718016764812,0.0036437170176460633
1772991981.347479,uniform,0.1,100,3,0.04,50,0.19808634577680773,0.007043830401491233,0.0040206818646145856,0.0027098316837369635,0.009908263415158066,0.003123135633945385
1772991981.347479,uniform,0.1,100,3,0.06,50,0.19763604142417357,0.006736232102787432,0.003539533129946923,0.002049544253055318,0.009457959062523877,0.002535984331017655
1772991981.347479,uniform,0.1,100,3,0.08,50,0.19691595395096603,0.006544282818193416,0.0027961655260218253,0.0014992960779908406,0.008737871589316302,0.001992161913226262
1772991981.347479,uniform,0.1,100,3,0.1,50,0.19620499506273795,0.0064152263237350765,0.002054224922343197,0.001102327498973585,0.008026912701088226,0.0015522022006466824
1772991981.347479,uniform,0.1,100,4,0.002,50,0.22881123881553797,0.05852099563010866,0.03697113889128776,0.06473761763001311,0.04063315645388824,0.05898592636853366
1772991981.347479,uniform,0.1,100,4,0.004,50,0.22703928489340724,0.06554657653025338,0.03512657906409414,0.07545958189619591,0.038861202531757545,0.06601780891827305
1772991981.347479,uniform,0.1,100,4,0.006,50,0.22242372320144319,0.05268171168798271,0.02955048335168736,0.05798106118702957,0.034245640839793486,0.0531187187263522
1772991981.347479,uniform,0.1,100,4,0.008,50,0.21894790703191777,0.03923558058788991,0.025603678650310786,0.042014315239487,0.03076982467026806,0.039606791145669555
1772991981.347479,uniform,0.1,100,4,0.01,50,0.21675409359677061,0.03084292747824582,0.023236455512679367,0.03277056594187171,0.028576011235120893,0.031125573674384486
1772991981.347479,uniform,0.1,100,4,0.02,50,0.2119711383038358,0.01601469552200386,0.01816299601934797,0.016240571184011125,0.023793055942186062,0.015854005906250978
1772991981.347479,uniform,0.1,100,4,0.04,50,0.2081387256352619,0.009571018296667495,0.01417189059450475,0.008428077299688003,0.01996064327361218,0.008501359001244487
1772991981.347479,uniform,0.1,100,4,0.06,50,0.2052431948293879,0.0076940574664425155,0.011180269539755506,0.005484456170703016,0.01706511246773823,0.0057957284014538615
1772991981.347479,uniform,0.1,100,4,0.08,50,0.20260187742555705,0.006957561193525121,0.008496447617946884,0.0038697677618748138,0.014423795063907363,0.00424652120624895
