ID,G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1772996441.151306,uniform,0.1,500,2,0.06,50,0.19357426518462245,0.005841217475558269,0.0002338061218858902,8.940943952436535e-05,0.005925929337500067,0.00028959000572043606
1772996441.151306,uniform,0.1,500,2,0.08,50,0.19356606871775445,0.005843964626400381,0.0002240778246722917,7.987491905148444e-05,0.005917732870632071,0.00028596058145166674
1772996441.151306,uniform,0.1,500,2,0.1,50,0.19352662901579015,0.005849661000506007,0.0001844139154877078,5.4402180590651406e-05,0.005878293168667839,0.00025864873006224286
1772996441.151306,uniform,0.1,500,3,0.002,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.004,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.006,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.008,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.01,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.02,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.04,50,0.19417732722349448,0.0060020902539893424,0.0008095383081168837,0.0003969260221585121,0.0065289913763721084,0.0007777556737162668
1772996441.151306,uniform,0.1,500,3,0.06,50,0.1941714018496754,0.006000808576014137,0.0008049386047418742,0.0003880363572058391,0.006523066002553052,0.0007690954966719317
