G,sigma2,num_samples,M,rho,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss,mean_oracle_loss,std_oracle_loss,NMC
1-modal,0.1,100,2,0.0001,0.0667069384580134,0.0047195046009628,0.0236167173807679,0.0042772964740728,0.0317286199140747,0.0044825036096296,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,2,1e-05,0.0652677245082988,0.003301063188552,0.023552392220052,0.003432191591096,0.0302894059643601,0.0027226240653225,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,2,1e-06,0.0649978812776407,0.0045329867109702,0.0222033327836067,0.004389991295635,0.030019562733702,0.0046780699178507,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,2,1e-07,0.0654479696409772,0.003537997502067,0.0226523811505523,0.0038185654553111,0.0304696510970386,0.0035999924825216,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,2,1e-08,0.0644924652080163,0.0028136483471955,0.0226206278905143,0.0039125205659718,0.0295141466640777,0.002996159501444,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.5,0.0465131293119466,0.0025311902159827,0.0066098280957875,0.0011598826011863,0.011534810768008,0.0024965961231106,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.25,0.0448856321456368,0.0021776238146754,0.0074592246906062,0.0007238403795327,0.0099073136016982,0.0020037067555959,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.1,0.0522370388961854,0.0041801066834746,0.0184935947341794,0.0045616529453904,0.0172587203522468,0.0038428035064292,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.05,0.0782467734298893,0.0187606911424202,0.0484576116746423,0.0208020977819515,0.0432684548859506,0.0183952574999506,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.025,0.0752686002274696,0.0083557669526653,0.0407553847286357,0.0089794106737129,0.040290281683531,0.0081211394327151,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.01,0.0766417442506097,0.0132228415580257,0.0453099412482441,0.0136133800343087,0.041663425706671,0.0128805877230236,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.001,0.0754597106768403,0.0095476190995374,0.0430046470311892,0.0111973454298946,0.0404813921329016,0.0090897792125703,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,0.0001,0.076842222281544,0.0087687299827756,0.0447449390203645,0.010791189361379,0.0418639037376053,0.0083649845859107,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,1e-05,0.0762697539253177,0.0102232014325891,0.0429755097492159,0.0109066225025159,0.0412914353813791,0.0095747886539386,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,1e-06,0.0764132279184008,0.0086075504803557,0.0432771924543306,0.0103104436266746,0.0414349093744621,0.0082317838157599,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,1e-07,0.0759487738678636,0.0068082875225064,0.0429728890259927,0.007668090147055,0.040970455323925,0.0061467543272751,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,3,1e-08,0.0752204859789609,0.011069432345496,0.0419091445813525,0.0116125309525976,0.0402421674350223,0.010362389876311,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.5,0.0429463976891714,0.0024237550824018,0.0050310728690765,0.0012323044973029,0.0079680791452327,0.0024466234810153,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.25,0.0438605690554457,0.0039152353397954,0.0088269071480121,0.0041191818454933,0.0088822505115071,0.0036297859127586,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.1,0.06048106622945,0.0200775201186337,0.0295867860461694,0.0209254078196211,0.0255027476855114,0.0199581044901712,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.05,0.0996965463680169,0.0482098257712463,0.0722579579990448,0.0501412844830242,0.0647182278240783,0.0478914878422407,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.025,0.1160664291462528,0.0337128324193172,0.0865674377131041,0.0351133287413232,0.0810881106023142,0.0333779496137057,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.01,0.1136062059018783,0.036443402940711,0.0845433332339038,0.0384481375259717,0.0786278873579396,0.0360822597994949,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.001,0.1142841618015169,0.039366607338923,0.0837272195776817,0.0403834576277804,0.0793058432575782,0.0389758650559404,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,0.0001,0.1081197464645203,0.0347713263072707,0.0793957479651091,0.0365582533027932,0.0731414279205816,0.0345229723352773,0.0349783185439386,0.0013724219691681,10.0
1-modal,0.1,100,4,1e-05,0.1137970731096426,0.0347963784764143,0.0848825913455156,0.0340039996175945,0.078818754565704,0.0344162518434664,0.0349783185439386,0.0013724219691681,10.0
