G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1-modal,0.1,2500,6,0.125,25,0.05511100527750282,0.0017759832997638898,0.0034831053458736277,0.0006169852704740572,0.006017423151600898,0.0010547466349486217
1-modal,0.1,2500,6,0.15,25,0.05599141025602922,0.0018116404558962142,0.0039064583573027185,0.0006601396200705418,0.00689782813012731,0.0010899210626798559
1-modal,0.1,2500,6,0.175,25,0.05684644235971802,0.0018742954075094476,0.004312777443825931,0.0007023679353377701,0.007752860233816119,0.0011411751614812593
1-modal,0.1,2500,6,0.2,25,0.05766838064092988,0.001944353793209539,0.0047179762189866635,0.0007395632532458184,0.00857479851502796,0.001202185106392768
1-modal,0.1,2500,7,0.015,25,0.051395319843455606,0.0018614865785992877,0.0023046392965585553,0.0010382067184851382,0.002301737717553682,0.0013108004755719822
1-modal,0.1,2500,7,0.025,25,0.05149025236305526,0.0017952724001894288,0.0020691193980965834,0.0008872727708633332,0.0023966702371533517,0.0012530646891678228
1-modal,0.1,2500,7,0.045,25,0.052040183037826926,0.0017966773178726989,0.0021006159465063717,0.0007169255510759368,0.0029466009119250205,0.0011250365389207377
1-modal,0.1,2500,7,0.065,25,0.05272498685684103,0.0018292297544304484,0.0023163887899643352,0.0006837269259303032,0.003631404730939121,0.0010903734261917852
1-modal,0.1,2500,7,0.085,25,0.05347866200368597,0.001822607493898769,0.002611819857316463,0.0006732225931496996,0.004385079877784059,0.0010530784116578433
1-modal,0.1,2500,7,0.1,25,0.05404382188017103,0.0018228018445825365,0.0028519279015257987,0.0006618389628702744,0.004950239754269126,0.0010445161304843847
1-modal,0.1,2500,7,0.125,25,0.054972299291078386,0.0018195283092768385,0.0032766555361194516,0.000644669259423296,0.005878717165176484,0.0010453955171177282
1-modal,0.1,2500,7,0.15,25,0.05586267478960525,0.001834349484719076,0.0037149109114541423,0.0006525197351742411,0.006769092663703343,0.0010584515752773212
1-modal,0.1,2500,7,0.175,25,0.05674177470207846,0.0018868786898807673,0.004148176195431497,0.0006770739443649509,0.007648192576176542,0.0010950816621440344
1-modal,0.1,2500,7,0.2,25,0.057591485561126074,0.0019495853672876476,0.004583703803786836,0.0007062782507668476,0.008497903435224162,0.001153246544488122
1-modal,0.1,2500,8,0.015,25,0.05206247732596963,0.0023960502538776037,0.003021445181536423,0.0021088147645204986,0.0029688952000677194,0.0023768142725125443
1-modal,0.1,2500,8,0.025,25,0.051920658812149884,0.0019957450971205075,0.002559017679223759,0.0013705097255421466,0.0028270766862479825,0.001786157480519758
1-modal,0.1,2500,8,0.045,25,0.0523313052336484,0.0018632802278178986,0.0024469670178332765,0.0008725911469525432,0.00323772310774649,0.0013870281582494344
1-modal,0.1,2500,8,0.065,25,0.05290577920153888,0.0018624859234587566,0.002542971945981078,0.0007474590450102973,0.0038121970756369683,0.001266700703533465
1-modal,0.1,2500,8,0.085,25,0.053589885797294026,0.0018656055479362177,0.0027535676115054276,0.0007232584683448881,0.004496303671392113,0.0011927077876566132
1-modal,0.1,2500,8,0.1,25,0.05410798746701893,0.001866686297915501,0.002937430113657525,0.0007098806623165257,0.0050144053411170205,0.001161494829059598
1-modal,0.1,2500,8,0.125,25,0.05499489806181274,0.0018750038505518515,0.0033110263075529327,0.0007004876386630371,0.005901315935910827,0.0011367896416426236
1-modal,0.1,2500,8,0.15,25,0.05585979160793232,0.001891358878226287,0.0037198800423934885,0.0007062507132032633,0.006766209482030408,0.001128010945538887
1-modal,0.1,2500,8,0.175,25,0.05672586102824396,0.0019399781941463216,0.004137963921355609,0.0007227464600892707,0.007632278902342049,0.0011370355454303426
1-modal,0.1,2500,8,0.2,25,0.05756837820947663,0.001995063272175018,0.00456349834172373,0.000738987356523655,0.00847479608357472,0.0011734801419313592
1-modal,0.1,5000,1,0.015,25,0.08669297962319324,0.0031906802679801064,0.025916173267889996,0.0008663802866371143,0.03759939749729133,0.0023219013530229853
1-modal,0.1,5000,1,0.025,25,0.08669297962319324,0.0031906802679801064,0.025916173267889996,0.0008663802866371143,0.03759939749729133,0.0023219013530229853
1-modal,0.1,5000,1,0.045,25,0.08669297962319324,0.0031906802679801064,0.025916173267889996,0.0008663802866371143,0.03759939749729133,0.0023219013530229853
1-modal,0.1,5000,1,0.065,25,0.08669297962319324,0.0031906802679801064,0.025916173267889996,0.0008663802866371143,0.03759939749729133,0.0023219013530229853
1-modal,0.1,5000,1,0.085,25,0.08669394272012088,0.0031890552092122657,0.02591638829160419,0.0008659710845972195,0.037600360594219,0.002320357858510355
1-modal,0.1,5000,1,0.1,25,0.08669730537465974,0.00318374542894685,0.025917353729536644,0.0008641848050897849,0.037603723248757825,0.0023152967557909247
1-modal,0.1,5000,1,0.125,25,0.08670335958380995,0.0031766935597434434,0.025920115390404987,0.0008600329452383002,0.037609777457908056,0.0023083031671212507
1-modal,0.1,5000,1,0.15,25,0.08670971504138025,0.0031725607040710385,0.025923674072960548,0.0008573096350111796,0.03761613291547836,0.0023036559746506856
1-modal,0.1,5000,1,0.175,25,0.08672386611546148,0.003170148902430881,0.02593174443992754,0.0008567819385849135,0.03763028398955957,0.0023014302818372247
1-modal,0.1,5000,1,0.2,25,0.0867483182671853,0.0031638736417396625,0.025947257798905655,0.0008566125372824245,0.037654736141283396,0.002297780606520053
1-modal,0.1,5000,2,0.015,25,0.07318427226767893,0.003939598448168652,0.019249116348863508,0.004891838543724934,0.024090690141777005,0.004514855449172207
1-modal,0.1,5000,2,0.025,25,0.06786817053230533,0.0024042503701714314,0.013213902443825703,0.0020211847807012837,0.018774588406403413,0.0021314099055665067
1-modal,0.1,5000,2,0.045,25,0.06558858099722945,0.0023744882430286624,0.010294986551348933,0.00042934393684381433,0.016494998871327535,0.0012704051674179023
1-modal,0.1,5000,2,0.065,25,0.06527490157195558,0.002375177003051845,0.009684152410543488,0.00022131790119346014,0.016181319446053662,0.0011635139130520332
1-modal,0.1,5000,2,0.085,25,0.06531634427950699,0.002335327159727201,0.009517865764850818,0.000237209764312519,0.016222762153605068,0.0011174390942053753
1-modal,0.1,5000,2,0.1,25,0.06543165126126836,0.0023110381710802082,0.009494154584526689,0.0002427381410353897,0.01633806913536645,0.001106586751208139
1-modal,0.1,5000,2,0.125,25,0.06569593160904176,0.0022653034466755552,0.009559418753851013,0.0002502922211735068,0.01660234948313985,0.0010847485359665992
1-modal,0.1,5000,2,0.15,25,0.06602434924028273,0.0022452430091416866,0.009696640667265109,0.0002559771506294246,0.01693076711438082,0.0010825124472202293
1-modal,0.1,5000,2,0.175,25,0.06638734116070917,0.002242086856091764,0.009880688400509135,0.0002606451153067413,0.01729375903480726,0.0010950694893662007
1-modal,0.1,5000,2,0.2,25,0.0667790235896541,0.0022497389619104886,0.01010065252859292,0.00026733381781299503,0.017685441463752193,0.0011187428245381902
1-modal,0.1,5000,3,0.015,25,0.09240795710612684,0.016188910257238065,0.04707385580163166,0.017108750356915232,0.043314374980224925,0.016013996800649827
1-modal,0.1,5000,3,0.025,25,0.06886472364010573,0.006068735464781841,0.02134724794681272,0.006152237844537403,0.01977114151420382,0.005850741940879724
1-modal,0.1,5000,3,0.045,25,0.058503039286272124,0.002424431344684933,0.009116319045115373,0.0016272090449452594,0.009409457160370217,0.0019262191902252675
1-modal,0.1,5000,3,0.065,25,0.05605132153474688,0.00199679907246833,0.005672456359001384,0.0007507665763093948,0.006957739408844977,0.0012885800877046288
1-modal,0.1,5000,3,0.085,25,0.055287474296231646,0.0018238315857670349,0.004187963305727186,0.0004917727080654248,0.006193892170329739,0.0010495164724345987
1-modal,0.1,5000,3,0.1,25,0.055120773514789285,0.0017841076668870307,0.0036040011839292667,0.0004151463636960989,0.006027191388887365,0.000979193801061137
1-modal,0.1,5000,3,0.125,25,0.05523524908544956,0.0017924614288870307,0.0031196181752031447,0.00035451585087591364,0.006141666959547654,0.0009470882969453045
1-modal,0.1,5000,3,0.15,25,0.05561529005028269,0.001806626533079048,0.0029774117321078814,0.0003250399380662411,0.00652170792438079,0.000930066370622434
1-modal,0.1,5000,3,0.175,25,0.05614234575820785,0.0018214459044150226,0.003041629046082655,0.0003136306688440392,0.007048763632305942,0.0009185455346792765
1-modal,0.1,5000,3,0.2,25,0.056732745989600854,0.0018388849286124056,0.0032281482888951215,0.00031516330122026843,0.007639163863698937,0.0009225655621455382
1-modal,0.1,5000,4,0.015,25,0.06825370566139712,0.006194252350397479,0.021948061388277488,0.0066900734802059466,0.01916012353549521,0.00658236982598797
1-modal,0.1,5000,4,0.025,25,0.06095806410957761,0.0033185142579524626,0.013649660911930546,0.0035315646579397167,0.0118644819836757,0.0035844780037808475
1-modal,0.1,5000,4,0.045,25,0.056535232991259655,0.00201893901944317,0.007962880201728103,0.0018533763652207732,0.007441650865357749,0.002002496730742409
1-modal,0.1,5000,4,0.065,25,0.05524110879086793,0.0017762041607205315,0.005839115779319336,0.0013102136799583517,0.006147526664966021,0.0015629318166388967
1-modal,0.1,5000,4,0.085,25,0.054827242226013026,0.0017756361943623662,0.004750244339068172,0.0010841214022301847,0.005733660100111113,0.0014185562010389616
1-modal,0.1,5000,4,0.1,25,0.054800274906361156,0.0017631043308236982,0.004261785911847223,0.0009623546403529696,0.005706692780459247,0.0013134387079214108
1-modal,0.1,5000,4,0.125,25,0.05505856909447985,0.0017374245152970218,0.003859217821085314,0.0007943202283068069,0.005964986968577945,0.0012207123613658826
1-modal,0.1,5000,4,0.15,25,0.055472702708112005,0.0017391204834092606,0.003727375279889767,0.0006865833371997905,0.0063791205822100894,0.0011517197529586104
1-modal,0.1,5000,4,0.175,25,0.055994044576586646,0.0017652001900638381,0.0037575765477425222,0.0006348970298516502,0.00690046245068473,0.001109418137079125
1-modal,0.1,5000,4,0.2,25,0.056574426097240754,0.0018234480166219838,0.0038679698760659786,0.0006026908931177739,0.00748084397133884,0.0011075325707453627
1-modal,0.1,5000,5,0.015,25,0.05160676769261106,0.0015567711605825117,0.0028249302947662967,0.001008322209639919,0.0025131855667091534,0.0011182386888571535
1-modal,0.1,5000,5,0.025,25,0.05198191153508993,0.001553189913377931,0.002995710645470778,0.0009747504207637597,0.0028883294091880066,0.0011118357712825316
1-modal,0.1,5000,5,0.045,25,0.0527671839498966,0.0016447760313510532,0.0032515937412184786,0.0010023635299035302,0.003673601823994681,0.0011600695710271929
1-modal,0.1,5000,5,0.065,25,0.05340851510868944,0.0016742674186015962,0.003377161372504733,0.0009939958431326602,0.004314932982787537,0.0011598332030039835
1-modal,0.1,5000,5,0.085,25,0.05401032901828441,0.0016987531068451015,0.0034924308917256143,0.0009903097571239772,0.004916746892382497,0.0011448875349562714
1-modal,0.1,5000,5,0.1,25,0.05448086272093477,0.0017235989559116398,0.0035934325309473435,0.0009715284266886788,0.005387280595032847,0.001129222956195239
1-modal,0.1,5000,5,0.125,25,0.055255804272858165,0.0017307188507036748,0.0038157342552834427,0.000914889936995648,0.006162222146956249,0.0011173598868280672
1-modal,0.1,5000,5,0.15,25,0.055991823666291636,0.001757955500366121,0.004074055507073852,0.0008756610029563365,0.006898241540389727,0.0011007976509845743
1-modal,0.1,5000,5,0.175,25,0.05672607968511107,0.0018169064853066751,0.004344330745143532,0.0008466070832486427,0.007632497559209164,0.001107225594213271
1-modal,0.1,5000,5,0.2,25,0.05744182806905699,0.0018936757196745934,0.004631742126788834,0.0008238823879310736,0.008348245943155072,0.0011366659699909617
1-modal,0.1,5000,6,0.015,25,0.05048860087909665,0.00159315318763976,0.0012903567312030956,0.0004940452180734613,0.0013950187531947338,0.0006272613875048649
1-modal,0.1,5000,6,0.025,25,0.05084029197438594,0.001584971764167652,0.0014059471312277687,0.0005258555241796325,0.0017467098484840334,0.0007401181414208367
1-modal,0.1,5000,6,0.045,25,0.05167703118784118,0.0015891028221626559,0.0017648807994596729,0.0005462726378886692,0.0025834490619392747,0.0008646962110116585
1-modal,0.1,5000,6,0.065,25,0.05251135863578606,0.001632128610765299,0.002137290595783551,0.0005785459507128552,0.0034177765098841405,0.000941746150449346
1-modal,0.1,5000,6,0.085,25,0.053298459883983046,0.0016496382845244645,0.0025005643441517894,0.0006211589993584092,0.004204877758081135,0.0009645797234537067
1-modal,0.1,5000,6,0.1,25,0.053885940080591596,0.001676160851149155,0.002768552681141205,0.0006541794141582623,0.004792357954689687,0.0009772857804831074
1-modal,0.1,5000,6,0.125,25,0.05485304262465807,0.0017053340743841668,0.0032223270992793305,0.0006973712847362871,0.005759460498756166,0.0010025314269511566
1-modal,0.1,5000,6,0.15,25,0.0557480172220994,0.0017417337124644987,0.0036682323639443026,0.000733904582845065,0.006654435096197486,0.0010195478398373496
1-modal,0.1,5000,6,0.175,25,0.05661311122228633,0.0018066598220344322,0.004100034544651466,0.0007665621699592053,0.007519529096384413,0.0010480411162414383
1-modal,0.1,5000,6,0.2,25,0.05744315319524228,0.0018930122845407672,0.0045214137091765215,0.0007938456732222379,0.008349571069340356,0.001095894920449265
1-modal,0.1,5000,7,0.015,25,0.0508782280580852,0.001582516906445735,0.0016631230134380069,0.0005853113989882508,0.0017846459321833013,0.0006595235483195568
1-modal,0.1,5000,7,0.025,25,0.05106563333967275,0.0015224586301998686,0.0015955247706796343,0.0005341957819540253,0.001972051213770839,0.0006949391272246075
1-modal,0.1,5000,7,0.045,25,0.05171238519851528,0.0015814930263019723,0.0017276492957081415,0.0005679165703881566,0.0026188030726133683,0.000885252574821193
1-modal,0.1,5000,7,0.065,25,0.05243479348149393,0.0016535626337863397,0.0019880886432087057,0.000595136816895608,0.0033412113555920165,0.000996818047281116
1-modal,0.1,5000,7,0.085,25,0.05315996462962275,0.0016841760900446544,0.002294122172105313,0.0006018778512001254,0.0040663825037208275,0.001048206668615388
1-modal,0.1,5000,7,0.1,25,0.05372418354202236,0.0017109110933277707,0.002542596832560661,0.0006065805750633281,0.00463060141612045,0.0010665079334780812
1-modal,0.1,5000,7,0.125,25,0.054670617759799825,0.0017365185799325155,0.0029898148485328884,0.0006207976944802406,0.005577035633897917,0.001088905163412475
1-modal,0.1,5000,7,0.15,25,0.05557294628469958,0.0017581920161193112,0.0034495460282803338,0.0006405921155561894,0.006479364158797676,0.001087716480442695
1-modal,0.1,5000,7,0.175,25,0.056453877925153,0.0018042511902711408,0.003908447944702539,0.0006688151064964835,0.0073602957992510865,0.0010907039004549287
1-modal,0.1,5000,7,0.2,25,0.05731341292091652,0.0018801198582334814,0.004360569817704069,0.0006987249613073871,0.008219830795014609,0.0011153871934960848
1-modal,0.1,5000,8,0.015,25,0.05121400064383193,0.0017003064364354361,0.0021771060151267695,0.001229528916469766,0.002120418517930013,0.0009574394602647803
1-modal,0.1,5000,8,0.025,25,0.05133377373824435,0.001481127221795452,0.0019849165478089963,0.0008023207288033009,0.0022401916123424375,0.0007013080283023148
1-modal,0.1,5000,8,0.045,25,0.051889707945823836,0.0014665247759579694,0.001991543106399496,0.0005673591360380573,0.0027961258199219303,0.0007589456618139823
1-modal,0.1,5000,8,0.065,25,0.052540129875105146,0.001551893079572316,0.002163311688163605,0.0005833884984092013,0.003446547749203236,0.0009145427312833214
1-modal,0.1,5000,8,0.085,25,0.05321129498833334,0.0016230094325906123,0.002397355086942221,0.0006141526037381305,0.004117712862431422,0.001029311228154538
1-modal,0.1,5000,8,0.1,25,0.0537413174208384,0.0016758477876726617,0.0026049878785794744,0.0006389890835155224,0.00464773529493649,0.001083331705001376
1-modal,0.1,5000,8,0.125,25,0.05464751168016699,0.0017374238659222372,0.0030022698641841107,0.0006732156732596869,0.0055539295542650835,0.0011507604051653707
1-modal,0.1,5000,8,0.15,25,0.05552199943586453,0.0017713569833015521,0.00342795867677742,0.000691462307109475,0.0064284173099626194,0.0011621898337819518
1-modal,0.1,5000,8,0.175,25,0.0563881186368689,0.0018149834393578583,0.003865694828917429,0.0007069797929478243,0.0072945365109669865,0.0011602641376433
1-modal,0.1,5000,8,0.2,25,0.05724147062357358,0.0018842433496508838,0.00430655180149839,0.0007173188853616201,0.008147888497671667,0.0011729336192503126
1-modal,0.1,7500,1,0.015,25,0.08669002546566422,0.0031846271346272106,0.025915646083958802,0.0008702401323084157,0.0375964433397623,0.0023211718678433227
1-modal,0.1,7500,1,0.025,25,0.08669002546566422,0.0031846271346272106,0.025915646083958802,0.0008702401323084157,0.0375964433397623,0.0023211718678433227
1-modal,0.1,7500,1,0.045,25,0.08669002546566422,0.0031846271346272106,0.025915646083958802,0.0008702401323084157,0.0375964433397623,0.0023211718678433227
1-modal,0.1,7500,1,0.065,25,0.08669002546566422,0.0031846271346272106,0.025915646083958802,0.0008702401323084157,0.0375964433397623,0.0023211718678433227
1-modal,0.1,7500,1,0.085,25,0.08669063652343033,0.0031835962046638184,0.025915784251893573,0.0008699783924709351,0.03759705439752843,0.0023201951032800695
1-modal,0.1,7500,1,0.1,25,0.0866940197953376,0.003178275935867023,0.025916764214090143,0.000868172977012653,0.0376004376694357,0.002315131210074291
1-modal,0.1,7500,1,0.125,25,0.08669977271834288,0.0031713650835248674,0.025919336105475862,0.0008640793258323221,0.03760619059244099,0.002308329283462644
1-modal,0.1,7500,1,0.15,25,0.08670695482176013,0.0031680871812434135,0.025923252636759472,0.0008615767777122676,0.03761337269585823,0.0023042816760592407
1-modal,0.1,7500,1,0.175,25,0.08672105612222562,0.0031653373876921985,0.025931345169741587,0.0008608736721454385,0.03762747399632371,0.0023016165048557603
1-modal,0.1,7500,1,0.2,25,0.08674514919809377,0.0031592055221637137,0.025946782243981125,0.000860668446971865,0.03765156707219183,0.0022981014441245144
1-modal,0.1,7500,2,0.015,25,0.07276406268354169,0.0038466841740036842,0.01881744945449353,0.004769939031368584,0.023670480557639765,0.004333678155054084
1-modal,0.1,7500,2,0.025,25,0.06772202834558436,0.002368672236427584,0.013057026184062102,0.0019268913836473242,0.018628446219682442,0.002073268759060355
1-modal,0.1,7500,2,0.045,25,0.06556666475755045,0.0023594235288841706,0.010281137741828239,0.00042819484972552,0.01647308263164853,0.001288411190541428
1-modal,0.1,7500,2,0.065,25,0.06525818769036627,0.0023305592567375594,0.009679840318961148,0.0002271626559724738,0.016164605564464373,0.0011670904415307434
1-modal,0.1,7500,2,0.085,25,0.06529663459783422,0.0022799616713175034,0.009514730448297464,0.00022984116317242538,0.016203052471932315,0.0011098964515650267
1-modal,0.1,7500,2,0.1,25,0.06541277140633658,0.0022485399106099663,0.009489538854808941,0.00023356164409960028,0.016319189280434677,0.001094287616050519
1-modal,0.1,7500,2,0.125,25,0.06567744895943395,0.0022024640173926575,0.009554401998916084,0.00024133444779157737,0.01658386683353204,0.001074326377189881
1-modal,0.1,7500,2,0.15,25,0.06600670246497045,0.002181431049621479,0.009692087103167674,0.0002522083766536605,0.016913120339068544,0.0010724574965045113
1-modal,0.1,7500,2,0.175,25,0.06636892087444746,0.0021776351186259192,0.009876017520044224,0.00026288439990624073,0.017275338748545532,0.0010899071488821076
1-modal,0.1,7500,2,0.2,25,0.06676232838597529,0.0021875424856305347,0.01009658238601261,0.00027334119754451354,0.017668746260073375,0.001113104333820874
1-modal,0.1,7500,3,0.015,25,0.09151782941366435,0.013433716710980096,0.04632210090881971,0.013966088586917915,0.042424247287762416,0.012893599045841251
1-modal,0.1,7500,3,0.025,25,0.06868838872988937,0.005683166862932188,0.021264573146416676,0.005503602694032817,0.01959480660398747,0.005122953023045106
1-modal,0.1,7500,3,0.045,25,0.058451627225161715,0.0025377286791258163,0.009116469100187662,0.0016831686396421791,0.009358045099259806,0.0018001073119480987
1-modal,0.1,7500,3,0.065,25,0.055990527892211386,0.001994307872742806,0.005650095556433107,0.0007857362747310016,0.0068969457663094706,0.0012499920205619683
1-modal,0.1,7500,3,0.085,25,0.05525229216908474,0.0018013078412869108,0.004175236700905546,0.0005323056706064686,0.006158710043182839,0.0010854992256713498
1-modal,0.1,7500,3,0.1,25,0.05508882030640629,0.001751177388992165,0.0035958302687153195,0.0004524060663313303,0.005995238180504376,0.0010184580584860347
1-modal,0.1,7500,3,0.125,25,0.05519835643274007,0.001738586626516236,0.0030976960657446706,0.00037439625509158835,0.0061047743068381585,0.0009830481360861357
1-modal,0.1,7500,3,0.15,25,0.0555884037806415,0.0017426737836829902,0.0029638160399770947,0.00034598366690476666,0.0064948216547395885,0.0009609640168866695
1-modal,0.1,7500,3,0.175,25,0.05610957212126366,0.0017383885736819559,0.003032946800240847,0.0003364895337984188,0.007015989995361751,0.0009382826531412729
1-modal,0.1,7500,3,0.2,25,0.05669347768240365,0.0017487939376311758,0.003219815219146363,0.0003362206907417167,0.00759989555650173,0.000943194453813247
1-modal,0.1,7500,4,0.015,25,0.06792924449413133,0.00570576217090469,0.021653512220935853,0.006162689626626996,0.01883566236822943,0.005610088347674929
1-modal,0.1,7500,4,0.025,25,0.06050075452775582,0.002862984835017424,0.013239100194594075,0.0029478230560638055,0.011407172401853906,0.0026205956072219306
1-modal,0.1,7500,4,0.045,25,0.05644440467714628,0.002077089992469327,0.007883206621061255,0.0017551081888063887,0.007350822551244375,0.0018333758613977022
1-modal,0.1,7500,4,0.065,25,0.05513848697769554,0.001850956641757974,0.005741948117831964,0.001158643327200147,0.006044904851793631,0.0014428706868939208
1-modal,0.1,7500,4,0.085,25,0.05474140564493057,0.0018079882605212623,0.004643578658331356,0.0008189201921478127,0.005647823519028654,0.0013218365977085726
1-modal,0.1,7500,4,0.1,25,0.05474118873104019,0.0017800789217038687,0.004203731565738566,0.0007092070229683542,0.00564760660513828,0.001254902228289947
1-modal,0.1,7500,4,0.125,25,0.05500064784350682,0.0017640077403390509,0.003828724541583328,0.0006148380600023665,0.005907065717604918,0.00121376758686304
1-modal,0.1,7500,4,0.15,25,0.05541026073639546,0.0017715020593879265,0.0037007915173913886,0.0005488711426415635,0.006316678610493554,0.0011854565833393491
1-modal,0.1,7500,4,0.175,25,0.055933547667557176,0.0017835815729918686,0.00373076906425028,0.0005331918295792636,0.006839965541655251,0.0011584752642587195
1-modal,0.1,7500,4,0.2,25,0.0565023399860512,0.0018247771038121762,0.003845380410032745,0.0005316795147989059,0.007408757860149273,0.0011633750775733203
1-modal,0.1,7500,5,0.015,25,0.05152193578859122,0.0016501362952307589,0.002741767882073588,0.000796864951833622,0.00242835366268931,0.0008869298120250018
1-modal,0.1,7500,5,0.025,25,0.05195773697825386,0.0016599562417404562,0.0029497010629972796,0.0007760277564315641,0.00286415485235195,0.0009678206561282433
1-modal,0.1,7500,5,0.045,25,0.052723120548238175,0.0016977669237272207,0.0032010723978081385,0.0007607719943742253,0.0036295384223362583,0.0010437904736019376
1-modal,0.1,7500,5,0.065,25,0.05336114838138022,0.001718412588337141,0.0033197608442045983,0.0007201170723734664,0.004267566255478314,0.0010571350475467329
1-modal,0.1,7500,5,0.085,25,0.053980928408474134,0.0017395460174823585,0.0034328699503446986,0.0006734962526948027,0.004887346282572225,0.0010930910599375248
1-modal,0.1,7500,5,0.1,25,0.05443798839630386,0.001764759188000517,0.0035480762493943917,0.0006761529870337879,0.005344406270401949,0.0011260121608329403
1-modal,0.1,7500,5,0.125,25,0.05518538891560364,0.0018141227654592444,0.003771006795041528,0.0006692045276574795,0.006091806789701733,0.0011851906968254385
1-modal,0.1,7500,5,0.15,25,0.05592168403564694,0.0018438075866882028,0.0040220999710227166,0.0006719081787015169,0.006828101909745044,0.001207524817924899
1-modal,0.1,7500,5,0.175,25,0.0566371799500578,0.0018904198340871019,0.004292133876347214,0.0006767113205709241,0.00754359782415589,0.0012367276249804096
1-modal,0.1,7500,5,0.2,25,0.05735620245107092,0.001953955392460973,0.004578243686650625,0.0006854038379844825,0.008262620325169005,0.001269275718448018
1-modal,0.1,7500,6,0.015,25,0.050457436798235354,0.0016012444446731372,0.0013106225065699622,0.00046340120370463606,0.0013638546723334446,0.0005613284042718031
1-modal,0.1,7500,6,0.025,25,0.050846405359505596,0.001555207011013371,0.0014410760908266443,0.00045935719896554844,0.0017528232336036934,0.0006653210370460877
1-modal,0.1,7500,6,0.045,25,0.05170189129383043,0.001572249080067932,0.0018225493028692285,0.0004635218817342391,0.0026083091679285214,0.000794057141103059
1-modal,0.1,7500,6,0.065,25,0.05252567476794256,0.0016272663665792772,0.0021845638524956267,0.0004718912133760569,0.003432092642040643,0.0008795503408171583
1-modal,0.1,7500,6,0.085,25,0.05331337287035242,0.0016626670661896406,0.002528502269624462,0.0004743768975671888,0.00421979074445051,0.000951272135861728
1-modal,0.1,7500,6,0.1,25,0.05389328936824232,0.0016921081128804098,0.002786287440092997,0.0004955869334441011,0.004799707242340404,0.0010066422741344617
1-modal,0.1,7500,6,0.125,25,0.05480682786119626,0.001751098738090323,0.0032156729195628813,0.0005430787719592756,0.005713245735294352,0.001092001629900956
1-modal,0.1,7500,6,0.15,25,0.05568234214857742,0.001798692792191395,0.0036380272348320282,0.0005880543855353348,0.006588760022675503,0.0011456048558955486
1-modal,0.1,7500,6,0.175,25,0.05652117385184091,0.0018602557723108894,0.004051188008246161,0.0006285793252717426,0.007427591725939007,0.0011981443081370991
1-modal,0.1,7500,6,0.2,25,0.057343129778370375,0.001934350341231172,0.004457367659403109,0.0006651087098612181,0.008249547652468454,0.0012517522727442487
1-modal,0.1,7500,7,0.015,25,0.05057370553737415,0.0015827384137516612,0.0014592232207969607,0.0004122726147794175,0.0014801234114722361,0.0005955618600532895
1-modal,0.1,7500,7,0.025,25,0.05089529922899729,0.0015310733113962866,0.0014913154767806041,0.000444540177936382,0.0018017171030953686,0.0006588397369370444
1-modal,0.1,7500,7,0.045,25,0.051659735420032014,0.0015588775575281527,0.00174325451368353,0.00047286762624358056,0.0025661532941301034,0.0007971889045328741
1-modal,0.1,7500,7,0.065,25,0.05243118828250974,0.0016299652774019937,0.002036609986418336,0.00047994652785861584,0.003337606156607829,0.0009046202229374147
1-modal,0.1,7500,7,0.085,25,0.053181371981080285,0.0016660385881363997,0.0023524253718065556,0.00045425315723013907,0.004087789855178369,0.0009760161956941538
1-modal,0.1,7500,7,0.1,25,0.0537536143159596,0.0016953441840639627,0.0026013232334286544,0.0004489783957947015,0.004660032190057685,0.0010231960568949957
1-modal,0.1,7500,7,0.125,25,0.05466497446765435,0.0017458158369357598,0.003036821141710395,0.00047441870601872633,0.005571392341752441,0.001094065759918933
1-modal,0.1,7500,7,0.15,25,0.055550173909308366,0.001788654589364196,0.0034752999940002014,0.0005098373117015716,0.006456591783406457,0.0011368913386206661
1-modal,0.1,7500,7,0.175,25,0.05640706933877238,0.0018452275810582524,0.003908966240070765,0.000549779818589962,0.007313487212870484,0.0011816784874721315
1-modal,0.1,7500,7,0.2,25,0.05724842303755499,0.0019172093675804956,0.004337798863216111,0.000591597406345121,0.008154840911653076,0.0012327805070877981
1-modal,0.1,7500,8,0.015,25,0.05072409579804615,0.001655246316419681,0.0016073854073049836,0.0005980704370361179,0.001630513672144236,0.0005866235540851821
1-modal,0.1,7500,8,0.025,25,0.05103848619081621,0.0015575983807691331,0.0016237863338180586,0.0005052635230401877,0.0019449040649142978,0.0005998756884873811
1-modal,0.1,7500,8,0.045,25,0.05176117846655223,0.0015451709069966102,0.0018247877329679793,0.0004265954652483706,0.00266759634065032,0.0007260055487497868
1-modal,0.1,7500,8,0.065,25,0.05250379772198583,0.0016197818294670639,0.002088573963879141,0.00044890589347749017,0.003410215596083923,0.0008560812947832554
1-modal,0.1,7500,8,0.085,25,0.053229656811622776,0.0016747436711263258,0.002386680258819147,0.0004460876683735206,0.004136074685720864,0.0009541788383717513
1-modal,0.1,7500,8,0.1,25,0.05379328907928487,0.0017278390032704884,0.002626744817615892,0.00045427519905100145,0.004699706953382964,0.0010225333488372225
1-modal,0.1,7500,8,0.125,25,0.05469566869062385,0.0017995696975675278,0.003054362968258996,0.0004902756653431203,0.005602086564721941,0.0011131146488839118
