G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1-modal,0.1,100,5,0.1,25,0.06015183868837062,0.009120593849370834,0.009431504422461025,0.009604449121683454,0.01105825656246871,0.009135434338578479
1-modal,0.1,100,5,0.125,25,0.05992092740020513,0.007421168382662841,0.008625050106196568,0.007782075084015039,0.010827345274303221,0.007413350485209716
1-modal,0.1,100,5,0.15,25,0.06005393948519337,0.006489170048625698,0.008239744589533861,0.0067358378283075716,0.010960357359291472,0.00646676309036772
1-modal,0.1,100,5,0.175,25,0.06034774505372762,0.005844921185356866,0.008048841260519751,0.00594544454848152,0.011254162927825715,0.005812571746958931
1-modal,0.1,100,5,0.2,25,0.0606941122245447,0.005291781578804567,0.007965095819546485,0.00528233710369366,0.011600530098642783,0.005250514386609566
1-modal,0.1,100,6,0.015,25,0.08901988770361288,0.06545243296685176,0.04085861790590495,0.06567599030971166,0.039926305577710965,0.06521613245898648
1-modal,0.1,100,6,0.025,25,0.07836062767102238,0.05583735541298483,0.029749911167584346,0.0564634270583497,0.02926704554512046,0.05574666821596353
1-modal,0.1,100,6,0.045,25,0.06856152122580139,0.032114059005986295,0.019078840500379793,0.03289695017016795,0.019467939099899485,0.03206907620072208
1-modal,0.1,100,6,0.065,25,0.06498063851012337,0.021469451386663303,0.014798206551120881,0.0219017621495608,0.015887056384221457,0.021407378294705334
1-modal,0.1,100,6,0.085,25,0.06354988249797222,0.016597700717672026,0.012802910667800921,0.016715676913934403,0.014456300372070302,0.01651726562668128
1-modal,0.1,100,6,0.1,25,0.06296659394339085,0.01420844763440461,0.011846767187090289,0.014200768211941071,0.013873011817488946,0.014119780913068878
1-modal,0.1,100,6,0.125,25,0.06253535517668068,0.01144147785506018,0.010876826739186132,0.01132024332947612,0.013441773050778776,0.011336207952367207
1-modal,0.1,100,6,0.15,25,0.0624761378949941,0.009817166660305514,0.010339362730243731,0.009636864613903227,0.013382555769092195,0.009710298234450014
1-modal,0.1,100,6,0.175,25,0.06264702821599785,0.008809531156101308,0.01006983711327493,0.008546659240666245,0.013553446090095941,0.008704852212099913
1-modal,0.1,100,6,0.2,25,0.06293597822602094,0.008041691455661089,0.00995096522037454,0.0077200726103895355,0.01384239610011903,0.007934776611385438
1-modal,0.1,100,7,0.015,25,0.10285052454706729,0.07721996330185804,0.055151578074438365,0.07883464685644706,0.053756942421165375,0.07713263621525052
1-modal,0.1,100,7,0.025,25,0.09145295964839212,0.0753819688055734,0.042754967083546924,0.07616726067377168,0.042359377522490214,0.07536740932754164
1-modal,0.1,100,7,0.045,25,0.0793317618686823,0.05125266175104586,0.02959938491148087,0.05133429301145616,0.030238179742780397,0.0512269870794916
1-modal,0.1,100,7,0.065,25,0.07298542973294692,0.033676148808983244,0.022540620130888513,0.03343451019828156,0.023891847607045002,0.033618087059453135
1-modal,0.1,100,7,0.085,25,0.0700783075246083,0.025594334762962807,0.019064405669921524,0.025152492976264276,0.02098472539870638,0.025513995908243808
