G,sigma2,NMC,num_samples,rhos_grid,Ms_grid,mean_naive_loss,std_naive_loss,mean_oracle_loss,std_oracle_loss,mean_cv_loss,std_cv_loss,mean_cv_excess_loss,std_cv_excess_loss,mean_cv_displacement,std_cv_displacement,cv_Ms_star,cv_rhos_star
2-modal,0.1,25,2500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.10011063690365778,0.004693224636946491,0.04241108629793013,0.0017761717250990862,0.06524222465398385,0.004992486565498084,0.022831138356053726,0.004286600743992454,0.022008694797761283,0.0042418566078469356,"[3. 3. 3. 2. 2. 3. 2. 3. 2. 2. 3. 3. 3. 3. 2. 2. 3. 2. 3. 2. 3. 2. 2. 3.
 3.]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015]"
2-modal,0.1,25,5000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.10011063690365778,0.004693224636946491,0.04241108629793013,0.0017761717250990862,0.06465811678306159,0.004829596606577526,0.022247030485131457,0.004040238603265953,0.021347627485190777,0.00405752625520649,"[3. 3. 3. 2. 3. 2. 2. 3. 2. 3. 2. 2. 3. 2. 3. 3. 3. 2. 3. 2. 2. 2. 3. 3.
 2.]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015]"
2-modal,0.1,25,7500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.10011063690365778,0.004693224636946491,0.04241108629793013,0.0017761717250990862,0.06465967725646657,0.0051887137735746915,0.022248590958536433,0.0043885367387034606,0.021371282050279626,0.004332647251747096,"[2. 3. 2. 2. 2. 2. 3. 2. 2. 2. 2. 3. 2. 3. 2. 2. 3. 3. 2. 3. 2. 2. 2. 2.
 3.]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015]"
2-modal,0.1,25,10000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.10011063690365778,0.004693224636946491,0.04241108629793013,0.0017761717250990862,0.06499853843308079,0.005388126567035648,0.022587452135150655,0.00461387188883629,0.021818432963768536,0.004440022210930364,"[3. 3. 2. 2. 2. 3. 3. 2. 2. 2. 2. 3. 3. 2. 2. 3. 2. 2. 3. 2. 3. 3. 3. 2.
 3.]","[0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015]"
3-modal,0.1,25,100,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.1318072409769619,0.055309539464796026,0.0917538367322908,0.05453244022308761,0.09123142628824983,0.05325128929091495,"[8. 3. 3. 7. 8. 6. 8. 3. 8. 7. 7. 4. 8. 8. 6. 4. 6. 6. 8. 4. 5. 8. 6. 7.
 7.]","[0.015 0.015 0.015 0.015 0.015 0.015 0.025 0.015 0.015 0.015 0.015 0.015
 0.015 0.025 0.015 0.025 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.175]"
3-modal,0.1,25,500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.06562689450420306,0.01493954446572042,0.02557349025953194,0.01347831561266558,0.023331872703030044,0.013672050990341855,"[4. 4. 7. 4. 4. 4. 6. 7. 3. 5. 3. 3. 5. 3. 5. 5. 5. 7. 3. 8. 5. 8. 4. 3.
 3.]","[0.015 0.015 0.2   0.015 0.125 0.015 0.2   0.15  0.015 0.015 0.015 0.015
 0.065 0.015 0.015 0.015 0.015 0.2   0.015 0.2   0.045 0.1   0.015 0.015
 0.015]"
3-modal,0.1,25,1000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.05755801909730617,0.014169872206216945,0.017504614852635058,0.012904854482417774,0.018111159744659436,0.014308052112577333,"[3. 8. 5. 3. 5. 3. 4. 3. 4. 5. 3. 3. 4. 5. 5. 3. 4. 5. 5. 5. 3. 5. 4. 3.
 3.]","[0.025 0.015 0.015 0.065 0.045 0.1   0.015 0.015 0.015 0.015 0.1   0.065
 0.045 0.015 0.1   0.015 0.015 0.015 0.085 0.015 0.1   0.015 0.015 0.1
 0.015]"
3-modal,0.1,25,2500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.05214744690211673,0.013792335472909286,0.012094042657445615,0.01238296293417096,0.011175317677130871,0.013545135743063236,"[3. 4. 5. 4. 3. 3. 5. 3. 5. 5. 3. 3. 5. 4. 3. 3. 4. 3. 3. 4. 4. 4. 4. 5.
 4.]","[0.015 0.015 0.045 0.015 0.065 0.085 0.065 0.045 0.015 0.085 0.065 0.015
 0.065 0.065 0.015 0.065 0.045 0.065 0.065 0.015 0.065 0.045 0.065 0.015
 0.065]"
3-modal,0.1,25,5000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.04796186500981245,0.009183572598761758,0.007908460765141333,0.0076545379250939315,0.005834258341350718,0.007822546707897645,"[5. 4. 3. 5. 5. 3. 3. 5. 3. 4. 4. 5. 3. 5. 4. 4. 4. 3. 3. 3. 3. 3. 4. 5.
 3.]","[0.065 0.065 0.045 0.015 0.045 0.015 0.065 0.065 0.045 0.065 0.065 0.045
 0.065 0.065 0.045 0.065 0.065 0.065 0.085 0.085 0.085 0.065 0.025 0.085
 0.015]"
3-modal,0.1,25,7500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.05126736371703257,0.012477426188268493,0.011213959472361456,0.01096775346676735,0.009601426687832272,0.011658569396571717,"[4. 3. 5. 4. 3. 5. 5. 3. 3. 4. 5. 5. 5. 3. 5. 5. 3. 4. 5. 5. 5. 3. 3. 3.
 5.]","[0.065 0.065 0.015 0.065 0.045 0.065 0.065 0.065 0.065 0.015 0.015 0.015
 0.015 0.045 0.065 0.065 0.045 0.015 0.045 0.085 0.025 0.065 0.045 0.065
 0.045]"
3-modal,0.1,25,10000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.0988655452869781,0.004341383364951435,0.04005340424467112,0.0035642117005841695,0.046269035726405464,0.005697928611557043,0.006215631481734342,0.0042080025149848045,0.004342615485484917,0.004902239366259536,"[5. 5. 5. 4. 4. 5. 4. 4. 3. 5. 3. 3. 3. 5. 5. 5. 4. 4. 3. 5. 3. 3. 5. 4.
 5.]","[0.065 0.015 0.065 0.065 0.045 0.045 0.045 0.065 0.065 0.025 0.025 0.065
 0.065 0.045 0.065 0.065 0.045 0.065 0.065 0.065 0.065 0.065 0.065 0.085
 0.065]"
4-modal,0.1,25,100,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.18756910605847502,0.11151806523425124,0.14282417923161947,0.10961261202711726,0.1416321170770837,0.11867680862070826,"[8. 6. 4. 5. 4. 5. 5. 5. 5. 8. 4. 7. 6. 7. 7. 4. 7. 8. 7. 5. 6. 7. 8. 6.
 7.]","[0.015 0.015 0.125 0.015 0.15  0.015 0.015 0.015 0.015 0.015 0.015 0.015
 0.015 0.015 0.015 0.015 0.015 0.015 0.015 0.025 0.15  0.015 0.015 0.015
 0.015]"
4-modal,0.1,25,500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.05772347153030626,0.008042341433544967,0.012978544703450716,0.006565943061729713,0.005654031289219072,0.006067502502323093,"[4. 5. 5. 5. 4. 8. 4. 4. 4. 4. 7. 4. 7. 4. 8. 4. 6. 6. 6. 7. 4. 4. 4. 8.
 6.]","[0.15  0.15  0.175 0.175 0.175 0.175 0.175 0.175 0.15  0.175 0.175 0.15
 0.015 0.125 0.15  0.175 0.175 0.175 0.175 0.175 0.15  0.15  0.175 0.1
 0.125]"
4-modal,0.1,25,1000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.0562074975778756,0.005498082801346039,0.011462570751020047,0.002615685153996289,0.003966654644435543,0.001941211941916006,"[7. 7. 7. 5. 7. 8. 5. 6. 5. 7. 5. 6. 6. 6. 7. 4. 6. 5. 5. 4. 8. 4. 4. 7.
 7.]","[0.15  0.175 0.175 0.175 0.175 0.2   0.175 0.175 0.175 0.15  0.15  0.175
 0.15  0.15  0.175 0.175 0.175 0.15  0.175 0.175 0.175 0.175 0.175 0.175
 0.15 ]"
4-modal,0.1,25,2500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.054998074602617714,0.004800326044783026,0.01025314777576217,0.0019634239682983835,0.0028975770367002146,0.0006296093142435443,"[4. 5. 7. 4. 6. 7. 5. 5. 7. 7. 5. 4. 5. 4. 4. 7. 7. 4. 6. 4. 5. 6. 5. 6.
 6.]","[0.175 0.15  0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.15  0.15  0.175
 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.15 ]"
4-modal,0.1,25,5000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.05505479205984934,0.004966785465964921,0.010309865232993796,0.0015123337470274738,0.0027812096686342337,0.0004435273759043476,"[7. 7. 4. 4. 7. 4. 4. 4. 4. 7. 4. 7. 6. 4. 6. 4. 8. 4. 7. 7. 4. 7. 4. 5.
 4.]","[0.175 0.175 0.175 0.175 0.175 0.175 0.15  0.175 0.175 0.175 0.175 0.175
 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.175]"
4-modal,0.1,25,7500,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.055165386121807866,0.004950566262137646,0.01042045929495232,0.0014989485943309555,0.002853252321480064,0.0003176553729977481,"[5. 7. 4. 7. 4. 4. 4. 4. 7. 7. 7. 7. 7. 6. 5. 6. 4. 4. 7. 5. 7. 4. 6. 6.
 4.]","[0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.175]"
4-modal,0.1,25,10000,"[0.015, 0.025, 0.045, 0.065, 0.085, 0.1, 0.125, 0.15, 0.175, 0.2]",[1 2 3 4 5 6 7 8],0.09869667922306956,0.004766868905887953,0.04474492682685554,0.005864083133025483,0.05506911606077781,0.00484531233440516,0.010324189233922264,0.0014875376471136024,0.0027511533947605004,0.0002550314216969956,"[7. 5. 7. 8. 4. 4. 4. 6. 7. 5. 5. 7. 4. 6. 5. 5. 4. 4. 4. 7. 6. 6. 4. 4.
 4.]","[0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175 0.175
 0.175]"
